"","Valor.Venta","int","precio.Metro2.casa","precio.Metro2.apart","n.banos","n.medio.banos","n.hab","zona","n.parqueaderos","tipo.inmueble","m.cuadra","km.parque","km.centrocom","km.estadio"
"1347",2969.383,0.096,6.43208953860973,6.0745381645496,2,1,1,1,3,1,204.6,13.72,4.6,116.68
"1348",3350.032,0.051,6.52514119938588,7.11291784859641,3,2,3,5,2,1,199.6,17.03,7.29,64.41
"1349",2994.84,0.073,8.13819574429002,6.64202496451505,2,1,2,5,2,0,197.6,24.75,1.18,190.67
"1350",2771.402,0.057,5.90420547196051,5.83113676053376,2,1,1,4,2,0,201.4,9.86,0.64,21.26
"1351",3492.487,0.059,7.75377752820908,6.05792427100235,4,2,3,3,3,1,199.8,26.11,5.46,99.93
"1352",3434.155,0.08,7.29801215251588,4.22719703486715,4,1,3,2,1,1,205.6,23.56,6.63,151.82
"1353",3087.631,0.081,9.02672346001722,3.91106913693393,2,1,2,2,3,0,201.8,20.69,1.92,13.14
"1354",3417.145,0.098,8.38383688553508,2.71423304393708,4,1,3,2,1,1,199,24.12,7.46,94.59
"1355",3121.727,0.066,5.15489818468438,7.16939481528017,3,2,2,1,1,1,203.6,19.9,1.22,102.61
"1356",3518.55,0.078,6.99562424745149,4.42600804338904,4,3,4,2,1,1,199,0.86,3.61,114.41
"1357",3190.723,0.08,6.34817640582899,5.80311616000564,3,2,2,2,3,1,198.6,16.48,6.4,80.77
"1358",3120.062,0.065,8.55256346752838,8.04613408304515,3,1,2,2,1,0,199.6,29.97,4.22,161.16
"1359",3058.831,0.087,6.98142710416802,7.25166912195427,2,1,2,5,1,1,201.4,7.83,3.8,194.2
"1360",3015.669,0.062,6.64331202967392,5.58424744501854,2,1,2,1,1,1,195.4,16.72,5.82,117.44
"1361",3147.33,0.056,8.43797693370029,5.04107661042458,2,2,2,3,2,1,203,26.04,0.47,54.92
"1362",3120.351,0.058,8.20500264014683,6.7743723195192,2,1,2,1,2,1,201,18.91,3.62,4.12
"1363",2786.819,0.072,6.27391436043618,3.47491094207881,1,0,1,5,2,1,198,25.26,7.82,156.51
"1364",2944.496,0.068,7.54437743892809,5.28213119569535,2,2,1,3,2,1,200.2,25.24,2.15,157.8
"1365",3148.861,0.093,8.89220812431093,6.78969194255503,2,1,2,3,3,1,197.6,14.28,9.45,109.91
"1366",2973.476,0.066,7.25522959231442,6.66685160373642,2,2,2,4,1,0,200,10.63,7.5,6.99
"1367",3264.607,0.08,8.15907740691943,6.05980937435731,3,2,3,1,2,0,201,21.59,5.93,115.28
"1368",2953.204,0.056,6.76346244261605,7.15954074073546,2,1,1,4,2,1,200,26.96,3.06,25.01
"1369",3284.493,0.091,6.38339962741018,1.09137363527552,3,2,3,5,3,1,194.8,21.41,2.67,133.36
"1370",3056.462,0.058,6.63214387411554,5.05499295837239,2,1,2,1,3,1,198.8,1.58,2.14,55.46
"1371",3377.648,0.053,6.48561517211715,3.4931711862715,4,2,3,2,2,1,200.6,2.12,9.17,130.34
"1372",3362.353,0.061,8.16891165027844,7.50850191336926,3,1,3,4,2,1,197.2,25.05,5.99,140.47
"1373",3020.676,0.09,8.13134577746437,5.81137651669792,2,1,2,3,2,0,201.2,17.95,5.38,10.04
"1374",3235.674,0.097,8.20556071484009,5.30457490358665,3,2,2,4,3,1,198.8,14.59,3.68,175.41
"1375",3078.928,0.081,6.77523926689628,8.15957657551179,2,1,2,1,2,1,198.6,16.18,0.71,177.31
"1376",2841.09,0.051,8.29670000431348,2.65188276841012,2,1,1,2,2,0,199.2,11.63,7.32,53.74
"1377",3153.104,0.091,5.9253487674134,5.06574773003164,3,1,2,2,2,1,201.2,3.69,8.22,30.61
"1378",3062.98,0.055,5.92091871601468,6.04540612957174,4,2,2,4,2,0,199,3.1,9.05,136.43
"1379",3021.979,0.096,6.12699510030209,5.04225452448742,2,1,2,3,3,0,201.4,18.07,5.84,168.41
"1380",3273.447,0.062,7.54411429690793,2.72026893303541,4,3,2,2,2,1,198.4,19.07,8.75,179.78
"1381",2831.502,0.076,8.63234661628767,5.63558232513999,1,1,1,5,2,1,198,4.96,3.63,120.49
"1382",2975.43,0.054,8.16291566028287,3.96581675532081,2,1,1,5,3,1,195.6,22.65,5.02,195.4
"1383",3208.065,0.09,8.95101224143284,7.91103185664626,3,2,2,5,3,1,202.2,6.99,5.27,72.11
"1384",3012.614,0.082,8.78692996918193,4.75235142965974,2,1,2,2,2,0,196.8,27.66,0.68,120.45
"1385",3193.577,0.078,8.04909965540657,4.93126493185306,3,2,2,1,2,1,200.2,11.08,6.04,120.55
"1386",2823.645,0.089,6.9656186552107,3.56617893223618,2,1,1,1,3,0,195,23.49,2.18,28.32
"1387",3157.56,0.08,7.14996054448637,6.0758559058124,3,2,2,2,2,1,199.6,2.81,0.44,196.56
"1388",2688.848,0.086,6.22826477236513,7.62921633240206,1,0,1,5,1,0,202.4,17.29,5.08,161.44
"1389",3106.76,0.071,8.83026650771568,8.64011389337232,3,2,2,2,1,0,202.6,14.08,8.61,79.72
"1390",3600.412,0.054,7.23879982551617,4.60087739432729,4,2,4,2,3,1,198.8,16.27,4.53,60.85
"1391",2800.928,0.07,9.07336031762569,5.44090658468998,1,0,1,2,2,0,200.6,16.13,5.22,152.18
"1392",2797.432,0.062,6.86436744580346,2.50075418326414,2,1,1,5,1,0,201.6,21.26,5.52,137.39
"1393",3472.372,0.074,7.71760859234445,6.63680972870884,4,3,4,4,2,0,196,14.7,7.09,56.55
"1394",2777.402,0.097,6.34348408770006,3.15134829294757,1,1,1,1,1,1,201.4,18.2,9.29,73.48
"1395",3116.003,0.067,6.65799008534915,5.5784415893057,3,2,2,5,2,0,199.2,24.62,5.87,148.69
"1396",2954.657,0.053,9.43113724225154,7.4957321825422,1,0,1,4,2,1,198.4,26.99,7.05,188.7
"1397",3224.846,0.069,6.35930789219391,3.88131156687419,3,1,2,3,2,1,204.8,21.3,2.28,48.14
"1398",3045.984,0.051,7.65640638194352,8.3690276631552,3,2,2,3,1,0,199.2,8.66,4.2,103.45
"1399",3087.196,0.091,5.39195594110575,6.53731385261509,2,1,2,5,2,1,200,21.44,9.49,30.78
"1400",2896.792,0.08,5.90062350489491,5.71551026848583,2,1,2,4,1,0,193,20.86,1.03,86.68
"1401",3069.514,0.082,6.62173999846924,4.26331298269469,3,1,2,4,2,0,199.4,27.58,7.13,14.59
"1402",3485.857,0.097,8.66426024087354,5.50338597011561,4,2,3,3,3,1,197.6,26.69,1.1,49.84
"1403",2899.108,0.059,7.48223673163951,7.74313250543401,1,1,1,2,2,1,204,28.16,1.71,135.14
"1404",3347.464,0.072,6.45451521881011,8.15858626209373,3,2,3,5,1,1,205.4,22.55,7.24,34.49
"1405",2725.874,0.096,8.14724700202958,6.7218318450317,1,1,1,4,1,0,198.8,14.47,4.37,184.36
"1406",3303.951,0.082,6.44510573009602,5.32196881143435,3,2,3,5,2,1,201.6,23.44,8.62,62.53
"1407",3600.902,0.096,7.6820774784813,7.37400165098732,4,1,4,1,2,1,200.4,13.08,9.99,61.03
"1408",2996.302,0.098,9.5982393052425,4.78326947463922,2,1,1,3,2,1,204,6.5,7.8,165.27
"1409",3341.296,0.069,7.78525659234767,3.8575085138442,4,2,3,3,3,0,199.6,7.16,4.53,89.69
"1410",2824.263,0.062,8.29229340317421,4.70935652280258,1,1,1,3,1,1,196.6,26.69,1.97,99.14
"1411",2703.157,0.054,5.62085182904263,6.7525418848473,1,0,1,1,1,0,199,24.85,8.22,118.69
"1412",2863.361,0.08,7.78797728618009,4.81229744793928,2,1,1,2,2,0,198.8,29.15,6.61,84.5
"1413",3098.808,0.067,6.33920579736658,6.92572454829027,2,1,2,4,3,1,202.2,11.72,8.1,144.84
"1414",3399.08,0.072,7.80015664162798,6.17121506412039,4,3,3,3,1,1,199.4,3.03,6.61,141.79
"1415",3291.497,0.077,7.75885819813374,4.90681880552497,3,2,3,1,1,1,200.2,3.14,2.27,184.07
"1416",3184.264,0.077,8.76096958652979,3.80064946165611,3,1,2,1,1,1,202.6,17.68,3.93,31.92
"1417",2945.87,0.099,7.07474999107363,6.01703495016036,2,1,2,2,2,0,197.8,10.22,8.58,145.39
"1418",2831.435,0.099,8.86564545596254,6.36742539148513,1,0,1,1,3,0,200.2,18.25,0.74,186.67
"1419",2902.873,0.075,7.87370822862817,4.82151027174613,2,1,2,3,2,0,187.8,4.92,0.33,78.03
"1420",3147.254,0.08,7.95537849262827,1.74132969481453,3,1,2,1,1,1,198.4,19.07,8.87,174.79
"1421",2891.063,0.061,6.92242385073904,5.90685996480617,2,1,2,4,2,0,202.4,15.98,8.29,173.9
"1422",3178.248,0.053,7.99359379223471,4.78297964137309,3,1,2,4,2,1,193,17.95,3.87,180.64
"1423",3189.202,0.083,7.76851224664688,4.13266121779089,3,1,2,5,3,0,214.4,17.52,2.55,97.94
"1424",3286.115,0.072,8.39540799181609,4.19557925021538,4,1,2,4,1,1,197.2,16.4,3.11,171.66
"1425",3566.475,0.057,7.32657873155953,3.4748100820381,2,1,2,4,3,1,199,14.99,5.81,40.99
"1426",3088.436,0.064,7.14652546205722,6.10326670548461,2,1,2,2,1,1,202.6,15.67,8.46,196.54
"1427",3363.448,0.072,7.61202827240859,5.34378599974987,4,1,3,5,2,0,198.4,24.58,2.23,95.64
"1428",2972.499,0.09,8.61211569971329,5.66034522913605,2,1,2,2,1,0,198.6,9.78,6.25,90.5
"1429",2840.504,0.095,7.74461312347139,4.17292284990534,2,1,1,4,2,1,194.2,2.45,9.55,117.31
"1430",3362.061,0.072,8.82816137597524,4.8008060451191,4,3,3,2,1,0,200,26.74,9.51,83.16
"1431",3137.387,0.094,9.50653877097738,2.16040224807114,3,1,2,4,2,0,198,29.63,7.62,80.65
"1432",3432.311,0.065,7.31148502906884,6.44845343743736,4,3,4,2,1,0,198,6.19,9.69,35.02
"1433",2899.463,0.077,7.72032737290251,4.3738305341896,1,1,1,2,2,1,215.2,3.08,4.45,43.06
"1434",3387.629,0.082,8.7170350287539,8.25897653775048,4,2,3,2,2,0,198.6,14.76,3.14,44.81
"1435",2834.522,0.055,7.81008440582856,3.30644475467135,2,1,1,5,2,0,198,14.12,3.78,190.54
"1436",3300.248,0.056,8.49227725543153,5.03471278680722,4,3,3,2,1,0,199.4,4.81,4.68,18.72
"1437",3257.631,0.067,8.69219322502928,6.8625207584786,3,1,2,4,3,1,200,20.14,7.28,171.48
"1438",2821.793,0.099,8.40552254930779,2.45383784922556,1,1,1,3,2,1,199,6.11,5.28,176.82
"1439",2869.696,0.094,8.36143439273155,6.43642541273706,2,1,1,5,3,0,197.8,22.12,4.84,17.1
"1440",2950.257,0.076,5.85726750483396,4.72420959220348,2,1,2,1,2,1,198.8,15.65,8.91,57.88
"1441",2731.272,0.094,6.70000457480714,4.68072192360268,1,1,1,2,1,0,203.6,12.54,9.03,42.76
"1442",3558.567,0.054,6.27253521445204,4.13851459591385,4,3,4,2,2,1,201,19.37,1.59,53.94
"1443",2885.335,0.088,7.61792080295793,7.35910292257223,2,1,1,3,2,0,207.2,13.45,9.83,87.61
"1444",2882.593,0.071,8.27210524939451,5.0013726212564,2,2,1,4,3,0,202.2,5.05,4.14,17.37
"1445",2864.485,0.081,4.9764574427538,2.94680830548943,2,1,2,3,2,0,196.4,18.83,2.9,52.86
"1446",3058.068,0.072,6.77771526385458,7.16225941057849,3,2,2,1,1,0,201.4,15.79,3.62,88.09
"1447",2861.122,0.056,8.06429437358365,7.52749396258654,1,0,1,4,1,1,201.4,22.92,3.42,40.22
"1448",2846.274,0.064,7.62854401553632,2.84037165701238,1,1,1,4,2,1,201.2,17.35,1.67,155.76
"1449",3012.532,0.082,7.96682263289404,5.50702001357412,2,1,2,5,3,0,199.6,5.95,4.83,50.72
"1450",3029.323,0.095,8.38022841704365,5.68974458100708,2,1,2,4,2,0,209.8,3.74,5.83,195.44
"1451",2713.612,0.071,7.22981088330648,5.87101666230517,1,1,1,2,1,0,197.8,23.76,0.48,191.09
"1452",2767.709,0.065,8.95298521472892,5.09755368359124,1,0,1,3,2,1,194.4,4.66,0.89,140.03
"1453",3355.734,0.056,7.83884530787142,6.08334454495342,4,2,3,1,1,0,202.2,7.55,3.41,56.75
"1454",3242.484,0.094,8.30518099512896,4.85296541880861,3,2,2,3,3,1,200.2,21.03,3.15,49.72
"1455",3306.084,0.054,8.61351152000119,2.29346460029314,3,1,3,1,1,1,199.2,12.37,4.22,190.31
"1456",3127.013,0.09,7.43632419120909,3.61029056732268,2,1,2,5,3,1,201.4,23.15,6.57,85.53
"1457",2798.507,0.059,4.70984101562326,8.03683859088798,1,1,1,4,3,0,201.6,0.53,3.18,165.79
"1458",2968.965,0.082,8.42246594539253,5.24443120039896,2,1,2,4,1,0,194.6,11.45,6.54,94.4
"1459",3210.595,0.065,8.11976648817153,6.87974071500785,3,1,3,2,1,0,198.6,9.8,4.97,4.77
"1460",2766.856,0.055,9.10271129273369,4.05926097109746,1,1,1,1,2,0,200.6,7.61,3.94,173.82
"1461",3402.301,0.074,8.69113172122491,8.29102924641263,3,2,3,2,2,1,201.6,16.36,5.14,192.63
"1462",3417.748,0.053,5.85138945500724,8.18707182767985,4,2,3,3,2,1,199.4,14.88,2.58,46.75
"1463",2727.834,0.09,6.73676389480432,2.98930533314469,1,1,1,5,2,0,203.4,5.55,3.08,4.16
"1464",2953.558,0.085,7.74744835988234,5.30150015549989,2,2,1,3,3,1,198.2,15.01,6.68,6.22
"1465",3320.952,0.073,7.55158616159879,4.43062830251239,3,2,3,3,2,1,199.8,9.52,6.52,65.18
"1466",2939.512,0.056,7.42404837133908,2.24569097495743,2,1,2,4,1,0,202.2,3.29,9.66,170.29
"1467",3279.526,0.085,7.69818767773051,3.85150910192432,4,3,3,2,2,0,190.6,18.12,4.42,1.88
"1468",2949.437,0.061,6.6328787992259,6.97959037961189,2,2,1,1,2,1,201.6,4.53,4.91,187.34
"1469",2683.047,0.079,4.73626300517284,6.1988415966908,1,1,1,1,2,0,199.4,8.19,3.14,166.43
"1470",3134.774,0.099,7.96474076713836,3.66329237877069,2,1,2,3,2,1,202.2,15.88,2.01,25.79
"1471",2947.023,0.076,6.92219840737715,6.19325654982764,2,1,2,5,1,0,200.2,10.49,7.82,2.24
"1472",3492.334,0.078,8.78845252443316,6.48529436712355,4,2,3,4,3,1,201,14.91,2.98,57.3
"1473",3219.067,0.076,8.17199694997402,6.01454097761488,3,1,2,1,3,1,196.8,2.92,5.89,23
"1474",2856.961,0.085,6.57049232894536,6.35129948035485,2,1,1,5,2,0,199.2,20.04,5.36,16.36
"1475",3222.47,0.07,6.79060555904978,7.20695774961933,3,2,2,3,3,1,201.6,25.58,7.82,96.32
"1476",3338.173,0.057,7.37624590736222,6.34697790524952,3,2,3,2,1,1,199,27.54,7.38,152.85
"1477",2888.787,0.063,8.79793462715421,7.26573032155534,1,1,1,5,2,1,202,22.02,6,93.34
"1478",3363.973,0.06,9.50756322243016,8.00466540695454,4,1,2,3,2,1,200.8,28.05,2.41,199.26
"1479",3590.074,0.079,7.70628984400509,5.61346572367255,4,2,4,4,3,1,197,17.49,5.78,140.38
"1480",3443.156,0.061,5.13104696756742,3.85501301571936,4,2,3,2,3,1,202.6,27.12,4.5,70.55
"1481",3080.668,0.069,7.60112544095895,3.21928157575993,2,1,2,5,3,1,196.4,2.95,7.25,156.38
"1482",2934.517,0.055,6.36059560204714,3.47147832305025,2,1,1,2,3,1,201,11.83,5.56,71.31
"1483",2915.78,0.081,7.04631984770048,3.21567129140959,2,1,1,1,1,1,200,24.97,7.48,14.57
"1484",3072.157,0.099,8.33941358278503,5.51219987077567,2,1,2,1,1,1,199.4,5.71,7.05,110.25
"1485",2864.577,0.083,7.59165181151775,7.47967556087478,2,1,1,5,1,0,199.4,9.63,4.37,160.35
"1486",2985.644,0.064,8.07014524270895,5.42305234434398,2,1,1,1,3,1,197,21.65,3.19,146.42
"1487",2782.768,0.067,7.12057255113946,3.33044113639855,1,1,1,5,1,1,201,1.57,9.89,125.09
"1488",3219.649,0.075,7.25459649169513,6.583692181305,4,2,2,2,3,0,199.4,8.63,5.39,44.12
"1489",3253.8,0.051,7.7123240261177,3.10867211861699,3,2,3,1,3,0,200.8,14.06,4.74,33.4
"1490",3124.601,0.053,6.5627773626277,7.68831330373989,3,2,2,2,2,1,199.6,2.56,1.01,100.75
"1491",2972.262,0.095,8.06975823987982,7.34816317475147,2,1,1,4,2,1,201,10.38,8.96,27.03
"1492",2882.296,0.095,7.31943447906159,7.54732411017603,1,1,1,1,2,1,199.4,24.62,1.04,129.33
"1493",3528.247,0.093,5.88777302012866,7.28800055659798,4,3,4,3,2,1,199.6,6.68,3.24,30.65
"1494",2777.622,0.063,7.76457272539536,4.36765700273397,2,2,1,5,1,0,199.6,4.34,9.84,55.36
"1495",3412.582,0.078,9.12659756525859,9.82478628416487,3,2,3,2,3,1,202.6,3.87,3.62,136.83
"1496",2838.438,0.067,8.46688506595346,4.45177274470684,2,2,1,5,1,0,198.8,25.32,5.17,93.1
"1497",2750.488,0.058,8.77871000202193,8.06400314119159,1,1,1,1,2,0,201.4,20.48,2.47,18.14
"1498",3118.808,0.06,5.5965769468782,8.70496195620554,3,2,2,4,2,1,198.6,0.92,2.95,186.47
"1499",3007.548,0.093,8.12858173019427,5.40399897053778,2,1,1,3,3,1,202,23.14,0.99,164.91
"1500",2965.532,0.087,9.86832918134628,3.67729877282525,2,1,1,3,1,1,199.6,11.23,5.56,169.09
"1501",3318.676,0.063,6.72353204771208,2.44278761718128,3,1,3,3,2,1,200,9.26,2.43,148.93
"1502",3149.459,0.067,6.68996722164503,4.60620199152921,3,2,3,2,1,0,196.8,6.91,5.07,4.52
"1503",2939.917,0.078,8.0577915705577,2.07638874624138,2,1,2,4,1,0,200.4,17.65,3.33,77.22
"1504",2920.989,0.056,7.04356370574134,7.02276874569151,2,1,2,2,1,0,199.2,2.06,0.98,77.79
"1505",3177.88,0.086,8.03272654985113,4.28940725230101,3,2,2,1,2,1,199.4,9.54,7.83,127.18
"1506",3446.532,0.087,6.45157317064548,5.04772130447904,4,3,4,5,1,0,201.2,19.92,3.71,37.41
"1507",2860.425,0.057,8.36074723815343,2.76004745803474,1,1,1,3,2,1,200.6,23.4,5.89,20.32
"1508",3275.666,0.059,6.76706280083198,5.82433704401638,4,2,2,1,1,1,201.6,21.59,3.01,102.82
"1509",3228.419,0.084,7.67771820335479,6.67712758142178,3,2,2,4,2,1,201.8,16.95,8.49,33.18
"1510",2791.456,0.051,8.41151036911619,4.5649176139344,1,1,1,2,2,0,202,21.32,8.13,64.25
"1511",2902.73,0.083,8.2277394129588,3.70075417558077,1,1,1,3,2,1,202.4,27.15,4.48,73.87
"1512",3092.546,0.059,6.9881674138987,3.26049225895678,3,2,2,2,3,0,200.2,12.03,7.03,6.43
"1513",2704.458,0.06,6.80254485032779,4.89774258772419,1,1,1,4,1,0,204.4,13.09,8.61,74.82
"1514",3195.913,0.077,7.07637866864223,5.30821497525619,3,2,2,3,2,1,203.8,12.05,6.02,36.08
"1515",2773.013,0.068,5.88441006291874,5.70256354399826,1,0,1,5,1,1,201.8,17.7,8.14,75.99
"1516",3051.053,0.079,7.525673454348,2.22488345314081,2,1,2,4,2,1,198.6,5.55,7.45,11.57
"1517",3000.136,0.07,6.49737526674594,7.50038577021275,2,1,2,3,1,0,205.6,15.84,4.44,143.42
"1518",3105.934,0.081,6.82399658687544,3.74974116260955,3,2,2,2,1,0,199,23.4,8.44,151.87
"1519",2970.879,0.056,7.72762036789026,6.17142285636415,2,1,1,3,3,1,201.4,5.21,6.08,124.3
"1520",3045.31,0.076,6.24168587330087,4.11080068916807,3,2,2,3,2,0,200.8,11.57,1.25,92.75
"1521",3096.662,0.077,8.09566569783301,3.48805011718913,3,1,2,5,2,0,199.2,20.35,2.31,135.57
"1522",3119.627,0.052,8.19725157882671,4.00277919111335,2,1,2,3,3,1,204,1.83,9.93,48.09
"1523",2729.67,0.069,8.58111767844482,7.54062810953806,1,1,1,5,1,0,199,7.88,7.31,104.15
"1524",3085.318,0.074,7.59432076845844,6.00891955594999,2,1,2,2,2,1,200.8,20.34,9.18,86.46
"1525",2773.1,0.068,5.60871461713266,6.81848677326373,2,1,1,4,2,0,199.4,5.25,4.25,184.53
"1526",3514.257,0.062,9.95588078825169,4.87685956440179,4,2,3,3,3,1,199.2,10.02,3.86,199.33
"1527",3135.658,0.08,7.27770558156962,6.82413388678312,2,1,2,4,3,1,200.4,27.47,2.21,121.3
"1528",3403.678,0.092,7.85528949062927,5.70435505670654,3,1,3,5,3,1,198.2,24.74,4.52,122.7
"1529",3517.021,0.075,6.7262578795887,6.89583724874629,4,2,3,4,2,1,203.2,20.95,3.27,88.08
"1530",2871.224,0.095,7.46611581467007,4.86898010095833,1,1,1,5,3,1,203.6,12.57,4.1,192.65
"1531",2881.4,0.061,8.88942654620564,5.36295383288875,1,1,1,1,2,1,199.4,9.56,6.46,42.9
"1532",3055.327,0.056,8.1717389505147,6.36051479124139,3,1,2,4,2,0,201.4,2.44,3.52,65.26
"1533",2823.294,0.057,5.92451988723039,4.05929079296759,2,1,1,4,2,0,199.4,17.15,8.88,142.24
"1534",2772.545,0.09,8.63328665612953,3.38573582370573,1,1,1,3,1,1,196,7.49,9.06,64.16
"1535",2985.696,0.05,7.6552635293487,8.74934721953546,2,1,2,5,2,0,198.6,19.93,5.48,40.28
"1536",2942.28,0.093,7.38067162885925,3.80176880052421,1,0,1,5,3,1,200.8,24.97,2.52,43.7
"1537",2906.459,0.09,8.98553049315322,6.06598151871356,2,1,1,2,2,0,203.4,18.08,8.93,176.06
"1538",3227.735,0.071,6.55023580303015,4.06761674945867,3,1,2,3,2,1,199.4,12.28,7.49,37.76
"1539",2997.254,0.081,7.0645240021072,7.41104377022335,2,1,2,1,3,0,200,12.49,1.33,149.95
"1540",3305.201,0.066,7.46914003151693,4.98221918250823,4,2,2,2,2,1,199.4,29.61,2.94,154.56
"1541",2811.176,0.081,7.69108034651812,5.30213110900006,1,0,1,3,2,1,202,4.31,1.07,50.75
"1542",3233.426,0.057,6.79076251341662,8.37028291807911,3,2,3,3,2,0,198.8,0.74,5.91,102.14
"1543",3131.335,0.091,8.12736509122846,6.00760336907029,3,2,2,4,2,0,200.4,29.46,1.34,138.79
"1544",3111.825,0.091,6.23819139582585,5.90845314637345,2,1,2,2,3,1,201,11.7,0.99,4.67
"1545",3387.835,0.092,8.35517612218168,5.92868160954458,4,3,3,5,1,1,198.6,9.92,6.84,37.4
"1546",3084.615,0.076,7.91939613907806,5.77520205274928,3,2,2,1,2,0,198.6,12.88,1.71,98.89
"1547",2946.613,0.092,10.0804734297586,4.57346219019022,2,1,1,1,1,1,202.4,2.77,5.36,177.08
"1548",2776.811,0.067,7.21241931974192,4.26991024295943,2,2,1,3,1,0,192.4,28.14,2.95,23.41
"1549",3181.194,0.097,7.31603807071368,6.31096098065434,3,2,2,4,2,1,197.6,12.98,6.94,16.53
"1550",3556.265,0.067,8.21453356189014,6.05375267971976,4,2,4,2,1,1,199.6,0.86,8.47,136.06
"1551",2710.761,0.083,7.78377473823604,5.67748392607329,1,1,1,4,1,0,198,13.71,8.68,86.8
"1552",3019.997,0.074,7.67008875749328,6.64254629097513,2,2,2,3,3,0,197.4,8.98,5.61,82.93
"1553",2743.843,0.087,6.5088322218147,6.63604119335575,1,1,1,2,3,0,198.2,29.81,0.38,67.94
"1554",2730.906,0.097,7.69761630456231,8.02112668610655,1,1,1,5,2,0,200.2,11.95,7.34,185.12
"1555",3073.126,0.091,7.62236500523585,4.27664550191527,2,1,2,5,3,1,198.2,9.65,8.49,161.91
"1556",3410.99,0.09,8.18963701250692,6.82658055903617,3,2,3,3,3,1,201.8,25.02,0.9,124.26
"1557",2723.086,0.057,7.84903962710367,8.02329955746171,1,0,1,3,1,0,198,10.06,7.1,185.89
"1558",2789.825,0.053,6.20779694479648,5.75065204410754,1,0,1,4,1,1,196.4,17,8.37,47.37
"1559",3284.401,0.059,7.09830716296792,4.09567057847885,3,2,3,5,2,1,199.4,1.66,8.78,113.29
"1560",3334.72,0.064,9.20758964196185,4.9806279004711,3,2,2,1,2,1,197.2,28.34,0.85,39.44
"1561",2754.121,0.065,6.91977300694858,3.76706249370016,1,0,1,2,1,1,202.4,17.96,4.79,131.42
"1562",2933.42,0.063,8.66118203110308,4.81487690768766,1,1,1,3,3,1,202.2,15.99,2.73,144.14
"1563",3133.985,0.059,8.09844281807807,4.94890757714995,2,1,2,1,1,1,205.8,18.94,2.56,140.32
"1564",3103.95,0.093,7.43743770933225,5.31088750558526,3,2,2,1,1,0,208.6,18.2,0.72,93.16
"1565",2774.113,0.072,9.32958911232173,6.00571302833593,1,0,1,5,3,0,194.6,4.7,0.9,16.89
"1566",3392.365,0.081,7.33606558630369,8.98758069512274,4,2,3,2,3,0,200,16.24,0.77,143.18
"1567",3161.806,0.084,7.67102417633505,2.75068246350257,3,2,2,2,1,1,200.4,9.59,3.42,138.95
"1568",3211.222,0.075,6.94845707669233,6.56768970939341,4,2,2,3,2,0,203.6,24.08,1.2,102.1
"1569",2931.442,0.095,7.20960754520275,4.64277231472226,2,1,1,1,2,1,200,17.89,3.53,143.98
"1570",2777.711,0.097,6.39692454181313,3.98855496120885,1,1,1,3,3,1,200.4,2.92,8.2,90.24
"1571",3295.521,0.098,6.41119941976329,5.16936094266816,3,1,3,4,1,1,202.2,4.06,2.55,67.67
"1572",3122.701,0.065,7.2779901122598,6.9053963307671,3,1,2,4,3,0,199.6,15.66,2.54,42.2
"1573",2853.624,0.083,7.69261776598978,9.35872555795488,2,1,1,2,1,0,199.2,10.7,4.39,68.46
"1574",2907.007,0.098,7.66882603889867,5.93715128403261,1,0,1,4,3,1,199.2,18.21,6.49,190.75
"1575",2940.816,0.081,7.41551666150997,4.49136829479695,2,1,2,4,3,0,196.2,1.84,1.98,106.2
"1576",3261.137,0.09,6.4689025590407,4.24227952459777,4,1,3,3,2,0,193.6,10.55,9.66,178.55
"1577",3075.094,0.075,7.62153369172498,4.89745032699182,2,1,2,3,1,1,199.6,7.09,4.18,74.48
"1578",3199.289,0.086,6.05888820322554,4.64598295407075,3,2,3,2,3,0,198.8,2.74,8.43,47.14
"1579",2771.282,0.062,8.37913439720285,6.85809190299914,1,1,1,5,2,0,203.6,6.05,8.02,138.95
"1580",3356.53,0.069,7.53166415164851,5.45762117468467,4,1,3,1,2,0,200.4,24.51,8.3,85.05
"1581",3607.843,0.067,6.82261127201141,8.17329645381155,4,3,4,2,2,1,202.2,21.16,9.57,9.33
"1582",3472.232,0.075,7.68843939114099,6.21082385390247,4,3,4,2,2,0,203.2,9.96,1.44,192.28
"1583",3476.954,0.074,7.37291276554532,5.33872897203539,4,1,3,1,3,1,201,6.63,7.64,63.56
"1584",3179.692,0.068,6.5462748811706,5.79378512431782,3,2,3,4,2,0,199.6,1.85,5.88,151.08
"1585",3031.024,0.055,7.54860898909438,5.93922412453296,2,1,2,3,3,0,198,17.87,9.24,125.45
"1586",2905.661,0.065,7.39891591595141,5.28993824955971,2,1,1,1,2,1,201.2,0.61,5.26,103.23
"1587",2880.795,0.061,8.39026767924238,8.09282996601418,2,1,1,4,3,0,199.4,11.44,3.71,1.3
"1588",3181.7,0.077,5.59593166493951,4.36789054071046,3,2,2,2,2,1,205.2,16.13,9.08,102.34
"1589",3196.601,0.073,7.40925027071067,5.69296515052188,3,2,2,2,2,1,203.2,0.89,7.11,177.12
"1590",3056.138,0.064,6.00925440548272,3.37866407875849,3,2,2,1,1,0,202.6,15.02,6.35,175.31
"1591",3028.169,0.072,7.89124798382935,3.86324543384671,2,1,2,2,1,1,192.8,27.07,3.35,41.39
